source,target,company,similarity
bryant john j,nelson bradley m.,OSK,0.850111
cortina ignacio a,freeders james c,OSK,0.864345
cortina ignacio a,johnson james w.,OSK,0.864946
cortina ignacio a,nelson bradley m.,OSK,0.882028
cortina ignacio a,nerenhausen frank r.,OSK,0.839568
freeders james c,nelson bradley m.,OSK,0.804139
hawkins thomas p,khare anupam,OSK,0.894737
johnson james w.,nelson bradley m.,OSK,0.873335
johnson james w.,nerenhausen frank r.,OSK,0.885166
jones wilson r,sagehorn david m.,OSK,0.877416
khare anupam,pack michael e,OSK,0.863487
khare anupam,pfeifer john c,OSK,0.868421
kimmitt joseph h,messina robert s,OSK,0.821429
mctague emma m,pack michael e,OSK,0.84375
mctague emma m,pfeifer john c,OSK,0.811688
mctague emma m,verich john s,OSK,0.818182
nelson bradley m.,nerenhausen frank r.,OSK,0.924694
newlin stephen d,palmer duncan,OSK,1
pack michael e,pfeifer john c,OSK,0.870536
drexler john t.,eaves john w,ARCH,0.952386
drexler john t.,lang paul a,ARCH,0.952386
drexler john t.,ziegler john a.,ARCH,0.827341
eaves john w,lang paul a,ARCH,1
eaves john w,ziegler john a.,ARCH,0.864762
lang paul a,ziegler john a.,ARCH,0.864762
campbell james bradley,gogue george jay,DLA,0.9
campbell james bradley,taylor a alexander ii,DLA,0.883929
gogue george jay,taylor a alexander ii,DLA,0.883929
costello ellen,hennes duncan p,C,0.909091
costello ellen,james renee jo,C,1
costello ellen,reiner gary m,C,0.865801
costello ellen,taylor diana l,C,0.909091
costello ellen,turley james s,C,0.909091
hennes duncan p,james renee jo,C,0.909091
hennes duncan p,reiner gary m,C,0.956522
hennes duncan p,taylor diana l,C,1
hennes duncan p,turley james s,C,1
hennes duncan p,zedillo ernesto,C,0.863636
henry peter b.,zedillo ernesto,C,0.878906
james renee jo,reiner gary m,C,0.865801
james renee jo,taylor diana l,C,0.909091
james renee jo,turley james s,C,0.909091
reiner gary m,taylor diana l,C,0.956522
reiner gary m,turley james s,C,0.956522
reiner gary m,zedillo ernesto,C,0.820455
taylor diana l,turley james s,C,1
taylor diana l,zedillo ernesto,C,0.863636
turley james s,zedillo ernesto,C,0.863636
griffith william j.g.,jacobson matthew,PCOR,1
griffith william j.g.,makan divesh,PCOR,0.961667
jacobson matthew,makan divesh,PCOR,0.961667
arens timothy j.,maharaj gary r,SRDX,0.855767
arens timothy j.,olson charles w,SRDX,0.862121
arens timothy j.,stich joseph j.,SRDX,0.87176
maharaj gary r,stich joseph j.,SRDX,0.806792
manders john d.,sides teri woodwick,SRDX,1
olson charles w,stich joseph j.,SRDX,0.878481
phillips bryan k,sutton gregg s,SRDX,0.815964
short jay m phd,sievers eric,BCAB,0.89418
short jay m phd,smith scott andrew,BCAB,0.89418
short jay m phd,vasquez christian,BCAB,0.989011
short jay m phd,waldron richard a,BCAB,0.96
sievers eric,smith scott andrew,BCAB,1
sievers eric,vasquez christian,BCAB,0.89418
sievers eric,waldron richard a,BCAB,0.928571
smith scott andrew,vasquez christian,BCAB,0.89418
smith scott andrew,waldron richard a,BCAB,0.928571
vasquez christian,waldron richard a,BCAB,0.96
lilly pierre m,neufeldt swen,HRL,0.863722
policinski christopher j.,smith sally j,HRL,0.844444
policinski christopher j.,white steven andrew,HRL,0.820041
smith sally j,white steven andrew,HRL,0.865801
beckelman lee e,kiszka robert,SND,0.827731
beckelman lee e,young william john,SND,0.955882
kiszka robert,young william john,SND,0.895089
durr julie j,gerdin ann s,HTLD,1
durr julie j,janssen angela k,HTLD,1
gerdin ann s,janssen angela k,HTLD,1
clegg don w,kao george,SMCI,0.806389
clegg don w,weigand david e,SMCI,0.80202
liang charles,liu liang chiu-chu sara,SMCI,1
barber madeleine g,eldessouky sam,TYC,0.888889
barber madeleine g,reinsdorf judith a,TYC,0.946078
eldessouky sam,reinsdorf judith a,TYC,0.946078
chien andy h,stewart james c.,MGP,1
adams brian,catinazzo thomas,RLAY,0.954762
guernsey david m,maccutcheon james a,CHCI,0.835979
ehrman kenneth s,mavrommatis ned,DUOT,0.826389
totalenergies gestion usa sarl,totalenergies se,CWEN,1
esplin j kimo,stice james d,NUTR,1
knowlton calvin h,knowlton orsula v,TRHC,1
lindenbaum bennett d,lindenbaum matthew a,RM,1
brock amanda m,zartler william a,ARIS,1
brutto daniel j,glasscock larry c,SYY,0.9
brutto daniel j,halverson bradley m,SYY,0.90625
brutto daniel j,hinshaw john m,SYY,0.8125
brutto daniel j,shirley edward d,SYY,0.84375
frank joshua d.,peltz nelson,SYY,1
glasscock larry c,halverson bradley m,SYY,0.825
glasscock larry c,koerber hans-joachim,SYY,0.900658
halverson bradley m,shirley edward d,SYY,0.923077
coleman charles p iii,fixel lee,APO,1
coleman charles p iii,shleifer scott l,APO,1
fixel lee,shleifer scott l,APO,1
erickson stan k.,lee a jones,ELMD,0.875
cearnal martin e,kazimi a j,CPIX,0.865816
galante joseph c,jones james,CPIX,0.843387
galante joseph c,krogulski kenneth,CPIX,0.928082
galante joseph c,young caroline,CPIX,0.840652
jones james,krogulski kenneth,CPIX,0.924658
jones james,young caroline,CPIX,0.908719
krogulski kenneth,young caroline,CPIX,0.905663
flick michael a,keeffe michael j,GIFI,0.947059
blom douglas e,koetz john m,JOY,0.918033
blom douglas e,salditt peter b,JOY,0.85
doheny edward l ii,kulasa matthew s,JOY,0.87395
doheny edward l ii,major sean d,JOY,0.866388
doheny edward l ii,maritz johannes s.,JOY,0.877499
kulasa matthew s,major sean d,JOY,0.866388
kulasa matthew s,maritz johannes s.,JOY,0.869079
major sean d,maritz johannes s.,JOY,0.916278
boggs scott m,smith douglas irvine,HMST,0.875
bass douglas richard,chapman peter robert,GWB,0.806596
bass douglas richard,gough michael,GWB,0.807508
erkonen scott edward,knieriem karlyn m,GWB,0.941295
erkonen scott edward,pederson andrew james,GWB,0.875
erkonen scott edward,straka donald j,GWB,0.859848
kindopp bryan leighton,ulenberg stephen john,GWB,0.847222
knieriem karlyn m,pederson andrew james,GWB,0.816313
knieriem karlyn m,straka donald j,GWB,0.805986
pederson andrew james,straka donald j,GWB,0.953947
reeder joe,shelton larry,PESI,0.9
reeder joe,zwecker mark a,PESI,1
shelton larry,zwecker mark a,PESI,0.9
brown terry s.,havner ronald l jr,AVB,0.916667
brown terry s.,swanezy susan,AVB,0.844444
khilnani vinod m,reddy n mohan,MTRN,0.911157
phillippy robert j,prevost patrick m.,MTRN,0.833333
agee nancy h,finley tammy m,amnb,0.95
agee nancy h,shephard joel r,amnb,0.808081
blair fred a,crist frank c jr,amnb,0.95
finley tammy m,shephard joel r,amnb,0.859091
haley michael p,pleasant dan miller,amnb,0.846154
haley michael p,shephard joel r,amnb,0.923077
harris charles s,hornaday f d iii,amnb,0.916667
harris charles s,love john h,amnb,0.89494
harris charles s,owen claude b,amnb,0.833333
harris charles s,ronda penn,amnb,0.8
hornaday f d iii,love john h,amnb,0.936012
hornaday f d iii,ronda penn,amnb,0.855556
love john h,owen claude b,amnb,0.800893
love john h,ronda penn,amnb,0.89494
maddux franklin w,owen claude b,amnb,0.8
pleasant dan miller,shephard joel r,amnb,0.863137
ronda penn,shephard joel r,amnb,0.866667
hampshire avenue sdn bhd,lim hun beng (joe),vgrbf,0.964286
anaya steven c,nodiff eric w,CMN,0.851113
plagemann thomas g.,russell dana c,VSLR,1
gutting gregory j,smith douglas edward,ERIE,0.863636
pelkowski julie marie,smith douglas edward,ERIE,0.808081
raneri stephen,rosen arthur,DAVE,1
blankenship mark h,comma leonard a,JACK,0.815733
blankenship mark h,melancon paul d,JACK,0.898605
blankenship mark h,rudolph phillip h,JACK,0.856811
comma leonard a,melancon paul d,JACK,0.810577
cook richard d,piano steven,JACK,0.848295
corrigan melissa l,martin andrew t,JACK,0.879592
goebel david,kleiner madeleine,JACK,0.835227
goebel david,myers james m,JACK,0.928571
goebel david,yeung man wein vivien,JACK,0.875
harris darin s,linderman timothy t,JACK,0.903292
harris darin s,ostrom ryan lee,JACK,0.86859
harris darin s,piano steven,JACK,0.800926
harris darin s,super sarah l,JACK,0.841699
linderman timothy t,piano steven,JACK,0.883929
melancon paul d,rebel jerry p,JACK,0.825203
melancon paul d,rudolph phillip h,JACK,0.86063
myers james m,tehle david m,JACK,0.822857
myers james m,yeung man wein vivien,JACK,0.821429
ostrom ryan lee,piano steven,JACK,0.909167
brager david a.,harvey david c,CVBF,0.833881
cuomo john a,floyd heather,KLXI,0.874126
cuomo john a,franks roger mark,KLXI,0.917614
cuomo john a,roberts gary j,KLXI,0.863722
floyd heather,franks roger mark,KLXI,0.844156
franks roger mark,mccaffrey thomas p,KLXI,0.802551
franks roger mark,roberts gary j,KLXI,0.871711
khoury amin j,senft michael f,KLXI,1
enright j. scott,hornaday ryan a,EMMS,0.873188
enright j. scott,loewen gregory t,EMMS,0.956349
hornaday ryan a,loewen gregory t,EMMS,0.916667
condas john c,handley jonathan bradford jr,AJX,0.863636
condas john c,ogren john kirk jr,AJX,0.9
altmeyer john w,laidley david h.,EME,0.808081
altmeyer john w,lowe carol p,EME,0.863636
altmeyer john w,schwarzwaelder steven,EME,0.848214
laidley david h.,schwarzwaelder steven,EME,0.927579
lowe carol p,mauricio maxine lum,EME,0.81
lowe carol p,reid william p,EME,0.845029
johnson mark e,moore todd r,NCS,0.810102
johnson mark e,ronchetto robert daniel,NCS,0.8
moore todd r,theroux katy,NCS,0.833104
riley donald,theroux katy,NCS,0.916667
connolly patrick e,frampton susan b,KBAL,0.909091
connolly patrick e,jahnke timothy j,KBAL,0.863636
connolly patrick e,ryan kimberly k,KBAL,0.954545
connolly patrick e,tischhauser thomas j,KBAL,0.954545
frampton susan b,jahnke timothy j,KBAL,0.826389
frampton susan b,ryan kimberly k,KBAL,0.95
frampton susan b,tischhauser thomas j,KBAL,0.95
jahnke timothy j,ryan kimberly k,KBAL,0.9
jahnke timothy j,tischhauser thomas j,KBAL,0.9
ryan kimberly k,tischhauser thomas j,KBAL,1
dougan brady w,niklason laura e,HUMA,1
cook henry b jr,gibson ted w,cnig,1
cook henry b jr,johnston robert b,cnig,1
cook henry b jr,mirabito joseph p,cnig,0.81
cook henry b jr,mirabito william,cnig,0.891975
cook henry b jr,welch george j,cnig,1
cook henry b jr,williamson john b iii,cnig,1
gibson ted w,johnston robert b,cnig,1
gibson ted w,mirabito joseph p,cnig,0.81
gibson ted w,mirabito william,cnig,0.891975
gibson ted w,welch george j,cnig,1
gibson ted w,williamson john b iii,cnig,1
johnston robert b,mirabito joseph p,cnig,0.81
johnston robert b,mirabito william,cnig,0.891975
johnston robert b,welch george j,cnig,1
johnston robert b,williamson john b iii,cnig,1
mirabito joseph p,mirabito william,cnig,0.922727
mirabito joseph p,welch george j,cnig,0.81
mirabito joseph p,williamson john b iii,cnig,0.81
mirabito william,welch george j,cnig,0.891975
mirabito william,williamson john b iii,cnig,0.891975
welch george j,williamson john b iii,cnig,1
alexander delisa,whitehurst james m,RHT,0.888889
bursten andrew,gaylor stuart charles,SUME,0.875
george jaleea pyle,hanley angela,SUME,1
leibman neil,oleary tom davis,SUME,0.94
goeddel david v,kutzkey tim,NGM,0.96
goeddel david v,svennilson peter,NGM,0.96
kutzkey tim,svennilson peter,NGM,1
mnaymneh sami,tamer anthony,WHF,1
delaney kevin p,korb brent l,NX,0.857197
akhavan chris,leichtner scott,GLUU,0.9375
earl nicholas,leichtner scott,GLUU,0.81381
adelson gregory r.,bilke teddy i.,JKHY,0.80839
brown wesley a,fiegel jacque r.,JKHY,0.888889
brown wesley a,flanigan matthew c,JKHY,0.95
brown wesley a,kelly laura g.,JKHY,0.888889
brown wesley a,miyashiro shruti s,JKHY,0.95
brown wesley a,wilson thomas hampton jr.,JKHY,0.888889
brown wesley a,wimsett thomas a,JKHY,0.865801
fiegel jacque r.,flanigan matthew c,JKHY,0.95
fiegel jacque r.,kelly laura g.,JKHY,1
fiegel jacque r.,miyashiro shruti s,JKHY,0.844444
fiegel jacque r.,wilson thomas hampton jr.,JKHY,0.888889
fiegel jacque r.,wimsett thomas a,JKHY,0.865801
flanigan matthew c,kelly laura g.,JKHY,0.95
flanigan matthew c,miyashiro shruti s,JKHY,0.9
flanigan matthew c,wilson thomas hampton jr.,JKHY,0.95
flanigan matthew c,wimsett thomas a,JKHY,0.911157
kelly laura g.,miyashiro shruti s,JKHY,0.844444
kelly laura g.,wilson thomas hampton jr.,JKHY,0.888889
kelly laura g.,wimsett thomas a,JKHY,0.865801
miyashiro shruti s,wilson thomas hampton jr.,JKHY,0.844444
miyashiro shruti s,wimsett thomas a,JKHY,0.820041
wilson thomas hampton jr.,wimsett thomas a,JKHY,0.865801
benjamin locke m.,giacinti joan,ADGE,0.97619
benjamin locke m.,hatsopoulos john,ADGE,0.97619
benjamin locke m.,maxwell charlest,ADGE,0.952381
benjamin locke m.,petersen deanna m,ADGE,0.952381
benjamin locke m.,rowe john w,ADGE,0.977273
benjamin locke m.,samaras elias,ADGE,0.909583
giacinti joan,hatsopoulos john,ADGE,1
giacinti joan,maxwell charlest,ADGE,0.97619
giacinti joan,petersen deanna m,ADGE,0.97619
giacinti joan,rowe john w,ADGE,0.954545
giacinti joan,samaras elias,ADGE,0.932347
hatsopoulos john,maxwell charlest,ADGE,0.97619
hatsopoulos john,petersen deanna m,ADGE,0.97619
hatsopoulos john,rowe john w,ADGE,0.954545
hatsopoulos john,samaras elias,ADGE,0.932347
maxwell charlest,petersen deanna m,ADGE,0.952381
maxwell charlest,rowe john w,ADGE,0.930736
maxwell charlest,samaras elias,ADGE,0.909583
petersen deanna m,rowe john w,ADGE,0.930736
petersen deanna m,samaras elias,ADGE,0.909583
rowe john w,samaras elias,ADGE,0.888889
curley kevin m,hall michael james,TRST,0.926161
curley kevin m,leonard robert m,TRST,0.834043
curley kevin m,mccormick robert j,TRST,0.840278
curley kevin m,ozimek michael m,TRST,0.826583
curley kevin m,salvador scot r,TRST,0.814476
curley kevin m,schreck eric w,TRST,0.851722
de gennaro dennis a,maggs thomas o,TRST,0.913222
de gennaro dennis a,marinello anthony j md phd,TRST,0.885714
flynn brian c,maggs thomas o,TRST,0.843696
flynn brian c,marinello anthony j md phd,TRST,0.822908
hall michael james,leonard robert m,TRST,0.830071
hall michael james,mccormick robert j,TRST,0.840469
hall michael james,ozimek michael m,TRST,0.855065
hall michael james,salvador scot r,TRST,0.83866
hall michael james,schreck eric w,TRST,0.884638
leonard robert m,mccormick robert j,TRST,0.868937
leonard robert m,ozimek michael m,TRST,0.834621
leonard robert m,salvador scot r,TRST,0.825417
leonard robert m,schreck eric w,TRST,0.874576
maggs thomas o,marinello anthony j md phd,TRST,0.972136
maggs thomas o,ozimek michael m,TRST,0.804812
mccormick robert j,ozimek michael m,TRST,0.902309
mccormick robert j,salvador scot r,TRST,0.878818
mccormick robert j,schreck eric w,TRST,0.865385
ozimek michael m,salvador scot r,TRST,0.875336
ozimek michael m,schreck eric w,TRST,0.877089
salvador scot r,schreck eric w,TRST,0.87311
cowie robin harper,hutton scott,BDSX,1
cowie robin harper,o'kane kieran,BDSX,0.924242
cowie robin harper,pestano gary anthony,BDSX,0.829545
hutton scott,o'kane kieran,BDSX,0.924242
hutton scott,pestano gary anthony,BDSX,0.829545
o'kane kieran,pestano gary anthony,BDSX,0.9
cranmer robert,every stephen,JJSF,0.845238
cranmer robert,mallard lynwood,JJSF,0.845238
every stephen,mallard lynwood,JJSF,1
klaue david a,layman john r,BANR,0.842105
klaue david a,orrico brent a,BANR,0.842105
cressey bryan c,ely james s. iii,SEM,0.826446
cressey bryan c,frist william h.,SEM,0.865801
ely james s. iii,frist william h.,SEM,0.869565
glickman matthew,sheehan andrew t,QNST,0.873394
cross shawn,hants brandon,AMTI,1
taube brook,taube seth,MCC,1
berg charles,nehra john m,DVA,0.820041
berg charles,yale phyllis r,DVA,0.802222
desoer barbara j,yale phyllis r,DVA,0.859524
diaz paul j,nehra john m,DVA,0.820041
nehra john m,yale phyllis r,DVA,0.808081
mendelson eric a,mendelson victor h,"HEI, HEI.A",0.961957
alutto joseph a,matthews norman s,PLCE,0.826446
cummings kurt p,thomas keith,AVX,0.821183
comer carrie a,shillingburg stephanie e,fmbm,0.875
albert conrad p,davison james e,GEL,0.860243
albert conrad p,davison james e. jr.,GEL,0.9
albert conrad p,gasaway sharilyn s,GEL,0.885611
albert conrad p,jastrow kenneth m ii,GEL,0.87234
albert conrad p,taylor jack t,GEL,1
davison james e,gasaway sharilyn s,GEL,0.890873
davison james e,jastrow kenneth m ii,GEL,0.873182
davison james e,taylor jack t,GEL,0.860243
davison james e jr,robertson corbin j iii,GEL,0.814076
davison james e. jr.,gasaway sharilyn s,GEL,0.80839
davison james e. jr.,taylor jack t,GEL,0.9
gasaway sharilyn s,jastrow kenneth m ii,GEL,0.906199
gasaway sharilyn s,taylor jack t,GEL,0.885611
jastrow kenneth m ii,taylor jack t,GEL,0.87234
bradford zachary,schultz s. matthew,CLSK,0.9
glaser robert m,vangelder kim e,FISI,0.808081
chan nelson c,devine michael f iii,DECK,0.944099
chan nelson c,shanahan lauri m,DECK,0.987013
chan nelson c,stewart bonita c.,DECK,0.835165
devine michael f iii,shanahan lauri m,DECK,0.956522
devine michael f iii,stewart bonita c.,DECK,0.814815
shanahan lauri m,stewart bonita c.,DECK,0.846154
ho billy,rai steve,BB,0.916667
ho billy,white-ivy nita c,BB,0.916667
ho billy,wilson mark george,BB,0.916667
rai steve,white-ivy nita c,BB,1
rai steve,wilson mark george,BB,0.833333
white-ivy nita c,wilson mark george,BB,0.833333
momen ronnie,pace brandon,LC,0.80839
momen ronnie,stack fergal,LC,0.866071
fagre nathan e,rouve andreas,SPB,0.925974
lewis randal d.,long rebeckah,SPB,0.928686
polistina terry,rovit hugh r,SPB,0.88
hilton christopher j,nigrel anita j,SCNB,1
morris rhonda j,nelson mark a,CVX,0.857143
davis aaron i.,lewis joseph,ODT,0.879592
parker fred n,strong marvin e jr,FFKT,0.875
barra mary t,lagomasino maria elena,DIS,0.888889
barra mary t,parker mark g,DIS,0.888889
lagomasino maria elena,parker mark g,DIS,1
auerbach jonathan,kay kathleen b,PFG,0.9
auerbach jonathan,mccullum kenneth a.,PFG,0.9
auerbach jonathan,nordin diane c,PFG,0.825
auerbach jonathan,richer clare stack,PFG,0.9
bernard betsy j,dan michael t,PFG,0.875
bernard betsy j,gelatt daniel,PFG,0.888889
bernard betsy j,helton sandra l,PFG,0.859524
bernard betsy j,tallett elizabeth e,PFG,0.95
carter miller joycelyn,dan michael t,PFG,0.875
carter miller joycelyn,hochschild roger c,PFG,0.96875
carter miller joycelyn,mills scott,PFG,0.9375
carter miller joycelyn,nordin diane c,PFG,0.802083
carter miller joycelyn,pickerell blair,PFG,0.96875
dan michael t,helton sandra l,PFG,0.840278
dan michael t,hochschild roger c,PFG,0.825
dan michael t,pickerell blair,PFG,0.825
dan michael t,tallett elizabeth e,PFG,0.825
friedrich amy christine,hochschild roger c,PFG,0.804103
friedrich amy christine,mills scott,PFG,0.828723
friedrich amy christine,nordin diane c,PFG,0.816121
friedrich amy christine,pickerell blair,PFG,0.804103
gelatt daniel,tallett elizabeth e,PFG,0.844444
helton sandra l,tallett elizabeth e,PFG,0.818182
hochschild roger c,mills scott,PFG,0.966667
hochschild roger c,nordin diane c,PFG,0.825
hochschild roger c,pickerell blair,PFG,1
kay kathleen b,mccullum kenneth a.,PFG,1
kay kathleen b,nordin diane c,PFG,0.833333
kay kathleen b,richer clare stack,PFG,1
mccullum kenneth a.,nordin diane c,PFG,0.833333
mccullum kenneth a.,richer clare stack,PFG,1
mills scott,nordin diane c,PFG,0.85119
